"intervention","space","time","costs"
"oilcubeclinic","Cities","6",603534.45
"oilcubeclinic","Cities","7",598829.62
"oilcubeclinic","Cities","8",628121.03
"oilcubeclinic","Cities","9",632753.60
"oilcubeclinic","Cities","10",628406.46
"oilcubeclinicfcube","North","1",475644.17
"oilcubeclinicfcube","North","2",465537.78
"oilcubeclinicfcube","North","3",516489.97
"oilcubeclinicfcube","North","4",1038345.04
"oilcubeclinicfcube","North","5",1056721.53
"oilcubeclinicfcube","North","6",1097702.59
"oilcubeclinicfcube","North","7",1093776.23
"oilcubeclinicfcube","North","8",1143140.31
"oilcubeclinicfcube","North","9",1153652.76
"oilcubeclinicfcube","North","10",1149918.59
"oilcubeclinicfcube","South","1",567885.29
"oilcubeclinicfcube","South","2",553341.81
"oilcubeclinicfcube","South","3",605880.30
"oilcubeclinicfcube","South","4",1176436.25
"oilcubeclinicfcube","South","5",1193040.01
"oilcubeclinicfcube","South","6",1234506.53
"oilcubeclinicfcube","South","7",1226588.53
"oilcubeclinicfcube","South","8",1277334.75
"oilcubeclinicfcube","South","9",1285382.42
"oilcubeclinicfcube","South","10",1277811.45
"oilcubeclinicfcube","Cities","1",321681.10
"oilcubeclinicfcube","Cities","2",315456.36
"oilcubeclinicfcube","Cities","3",348112.90
"oilcubeclinicfcube","Cities","4",680637.42
"oilcubeclinicfcube","Cities","5",692621.53
"oilcubeclinicfcube","Cities","6",719063.87
"oilcubeclinicfcube","Cities","7",716990.69
"oilcubeclinicfcube","Cities","8",748939.40
"oilcubeclinicfcube","Cities","9",756253.80
"oilcubeclinicfcube","Cities","10",754611.99
"oilcubeclinicfcubefflour","North","1",581422.17
"oilcubeclinicfcubefflour","North","2",535327.78
"oilcubeclinicfcubefflour","North","3",632835.97
"oilcubeclinicfcubefflour","North","4",967998.17
"oilcubeclinicfcubefflour","North","5",1003328.00
"oilcubeclinicfcubefflour","North","6",1036084.85
"oilcubeclinicfcubefflour","North","7",1014668.49
"oilcubeclinicfcubefflour","North","8",1061059.29
"oilcubeclinicfcubefflour","North","9",1083116.92
"oilcubeclinicfcubefflour","North","10",1081666.06
"oilcubeclinicfcubefflour","South","1",735158.29
"oilcubeclinicfcubefflour","South","2",663705.81
"oilcubeclinicfcubefflour","South","3",789865.30
"oilcubeclinicfcubefflour","South","4",1148578.71
"oilcubeclinicfcubefflour","South","5",1193940.91
"oilcubeclinicfcubefflour","South","6",1224371.27
"oilcubeclinicfcubefflour","South","7",1190784.22
"oilcubeclinicfcubefflour","South","8",1238836.08
"oilcubeclinicfcubefflour","South","9",1267167.99
"oilcubeclinicfcubefflour","South","10",1265251.69
"oilcubeclinicfcubefflour","Cities","1",496558.10
"oilcubeclinicfcubefflour","Cities","2",430837.36
"oilcubeclinicfcubefflour","Cities","3",540461.90
"oilcubeclinicfcubefflour","Cities","4",740491.53
"oilcubeclinicfcubefflour","Cities","5",784621.78
"oilcubeclinicfcubefflour","Cities","6",801627.45
"oilcubeclinicfcubefflour","Cities","7",774840.62
"oilcubeclinicfcubefflour","Cities","8",806116.03
"oilcubeclinicfcubefflour","Cities","9",836798.60
"oilcubeclinicfcubefflour","Cities","10",843250.46
"oilcubeclinicfflour","North","1",581422.17
"oilcubeclinicfflour","North","2",535327.78
"oilcubeclinicfflour","North","3",632835.97
"oilcubeclinicfflour","North","4",967998.17
"oilcubeclinicfflour","North","5",1003328.00
"oilcubeclinicfflour","North","6",1036084.85
"oilcubeclinicfflour","North","7",1014668.49
"oilcubeclinicfflour","North","8",1061059.29
"oilcubeclinicfflour","North","9",1083116.92
"oilcubeclinicfflour","North","10",1081666.06
"oilcubeclinicfflour","South","1",735158.29
"oilcubeclinicfflour","South","2",663705.81
"oilcubeclinicfflour","South","3",789865.30
"oilcubeclinicfflour","South","4",1148578.71
"oilcubeclinicfflour","South","5",1193940.91
"oilcubeclinicfflour","South","6",1224371.27
"oilcubeclinicfflour","South","7",1190784.22
"oilcubeclinicfflour","South","8",1238836.08
"oilcubeclinicfflour","South","9",1267167.99
"oilcubeclinicfflour","South","10",1265251.69
"oilcubeclinicfflour","Cities","1",496558.10
"oilcubeclinicfflour","Cities","2",430837.36
"oilcubeclinicfflour","Cities","3",540461.90
"oilcubeclinicfflour","Cities","4",740491.53
"oilcubeclinicfflour","Cities","5",784621.78
"oilcubeclinicfflour","Cities","6",801627.45
"oilcubeclinicfflour","Cities","7",774840.62
"oilcubeclinicfflour","Cities","8",806116.03
"oilcubeclinicfflour","Cities","9",836798.60
"oilcubeclinicfflour","Cities","10",843250.46
"oilcubecliniczflour","North","1",592442.02
"oilcubecliniczflour","North","2",546621.88
"oilcubecliniczflour","North","3",667898.73
"oilcubecliniczflour","North","4",1003910.54
"oilcubecliniczflour","North","5",1040100.06
"oilcubecliniczflour","North","6",1073727.00
"oilcubecliniczflour","North","7",1053191.24
"oilcubecliniczflour","North","8",1100473.17
"oilcubecliniczflour","North","9",1123432.26
"oilcubecliniczflour","North","10",1122893.32
"oilcubecliniczflour","South","1",752584.92
"oilcubecliniczflour","South","2",681565.10
"oilcubecliniczflour","South","3",845312.30
"oilcubecliniczflour","South","4",1205369.18
"oilcubecliniczflour","South","5",1252091.37
"oilcubecliniczflour","South","6",1283897.46
"oilcubecliniczflour","South","7",1251702.70
"oilcubecliniczflour","South","8",1301164.41
"oilcubecliniczflour","South","9",1330921.35
"oilcubecliniczflour","South","10",1330447.59
"oilcubecliniczflour","Cities","1",514776.57
"oilcubecliniczflour","Cities","2",449508.26
"oilcubecliniczflour","Cities","3",598428.69
"oilcubecliniczflour","Cities","4",799863.76
"oilcubecliniczflour","Cities","5",845415.72
"oilcubecliniczflour","Cities","6",863859.64
"oilcubecliniczflour","Cities","7",838528.26
"oilcubecliniczflour","Cities","8",871276.83
"oilcubecliniczflour","Cities","9",903449.91
"oilcubecliniczflour","Cities","10",911409.40
"oilcubecliniczflourfcube","North","1",592442.02
"oilcubecliniczflourfcube","North","2",546621.88
"oilcubecliniczflourfcube","North","3",667898.73
"oilcubecliniczflourfcube","North","4",1177205.41
"oilcubecliniczflourfcube","North","5",1217446.59
"oilcubecliniczflourfcube","North","6",1255165.74
"oilcubecliniczflourfcube","North","7",1238762.98
"oilcubecliniczflourfcube","North","8",1290218.20
"oilcubecliniczflourfcube","North","9",1317389.10
"oilcubecliniczflourfcube","North","10",1321098.85
"oilcubecliniczflourfcube","South","1",752584.92
"oilcubecliniczflourfcube","South","2",681565.10
"oilcubecliniczflourfcube","South","3",845312.30
"oilcubecliniczflourfcube","South","4",1396024.72
"oilcubecliniczflourfcube","South","5",1447204.46
"oilcubecliniczflourfcube","South","6",1483512.72
"oilcubecliniczflourfcube","South","7",1455865.01
"oilcubecliniczflourfcube","South","8",1509918.08
"oilcubecliniczflourfcube","South","9",1544308.78
"oilcubecliniczflourfcube","South","10",1548509.35
"oilcubecliniczflourfcube","Cities","1",514776.57
"oilcubecliniczflourfcube","Cities","2",449508.26
"oilcubecliniczflourfcube","Cities","3",598428.69
"oilcubecliniczflourfcube","Cities","4",910207.65
"oilcubecliniczflourfcube","Cities","5",958339.46
"oilcubecliniczflourfcube","Cities","6",979389.06
"oilcubecliniczflourfcube","Cities","7",956689.33
"oilcubecliniczflourfcube","Cities","8",992095.20
"oilcubecliniczflourfcube","Cities","9",1026950.12
"oilcubecliniczflourfcube","Cities","10",1037614.93
"oilcubecliniczflourfcubefflour","North","1",600287.24
"oilcubecliniczflourfcubefflour","North","2",554661.84
"oilcubecliniczflourfcubefflour","North","3",692859.91
"oilcubecliniczflourfcubefflour","North","4",1029476.72
"oilcubecliniczflourfcubefflour","North","5",1066278.41
"oilcubecliniczflourfcubefflour","North","6",1100524.76
"oilcubecliniczflourfcubefflour","North","7",1080615.83
"oilcubecliniczflourfcubefflour","North","8",1128532.10
"oilcubecliniczflourfcubefflour","North","9",1152132.97
"oilcubecliniczflourfcubefflour","North","10",1152243.21
"oilcubecliniczflourfcubefflour","South","1",764991.05
"oilcubecliniczflourfcubefflour","South","2",694279.18
"oilcubecliniczflourfcubefflour","South","3",884784.95
"oilcubecliniczflourfcubefflour","South","4",1245798.55
"oilcubecliniczflourfcubefflour","South","5",1293488.80
"oilcubecliniczflourfcubefflour","South","6",1326274.41
"oilcubecliniczflourfcubefflour","South","7",1295070.89
"oilcubecliniczflourfcubefflour","South","8",1345535.72
"oilcubecliniczflourfcubefflour","South","9",1376307.55
"oilcubecliniczflourfcubefflour","South","10",1376860.38
"oilcubecliniczflourfcubefflour","Cities","1",527746.64
"oilcubecliniczflourfcubefflour","Cities","2",462800.29
"oilcubecliniczflourfcubefflour","Cities","3",639695.64
"oilcubecliniczflourfcubefflour","Cities","4",842130.92
"oilcubecliniczflourfcubefflour","Cities","5",888694.94
"oilcubecliniczflourfcubefflour","Cities","6",908162.90
"oilcubecliniczflourfcubefflour","Cities","7",883867.83
"oilcubecliniczflourfcubefflour","Cities","8",917665.12
"oilcubecliniczflourfcubefflour","Cities","9",950899.21
"oilcubecliniczflourfcubefflour","Cities","10",959931.97
"oilcubecliniczflourfflour","North","1",600287.24
"oilcubecliniczflourfflour","North","2",554661.84
"oilcubecliniczflourfflour","North","3",692859.91
"oilcubecliniczflourfflour","North","4",1029476.72
"oilcubecliniczflourfflour","North","5",1066278.41
"oilcubecliniczflourfflour","North","6",1100524.76
"oilcubecliniczflourfflour","North","7",1080615.83
"oilcubecliniczflourfflour","North","8",1128532.10
"oilcubecliniczflourfflour","North","9",1152132.97
"oilcubecliniczflourfflour","North","10",1152243.21
"oilcubecliniczflourfflour","South","1",764991.05
"oilcubecliniczflourfflour","South","2",694279.18
"oilcubecliniczflourfflour","South","3",884784.95
"oilcubecliniczflourfflour","South","4",1245798.55
"oilcubecliniczflourfflour","South","5",1293488.80
"oilcubecliniczflourfflour","South","6",1326274.41
"oilcubecliniczflourfflour","South","7",1295070.89
"oilcubecliniczflourfflour","South","8",1345535.72
"oilcubecliniczflourfflour","South","9",1376307.55
"oilcubecliniczflourfflour","South","10",1376860.38
"oilcubecliniczflourfflour","Cities","1",527746.64
"oilcubecliniczflourfflour","Cities","2",462800.29
"oilcubecliniczflourfflour","Cities","3",639695.64
"oilcubecliniczflourfflour","Cities","4",842130.92
"oilcubecliniczflourfflour","Cities","5",888694.94
"oilcubecliniczflourfflour","Cities","6",908162.90
"oilcubecliniczflourfflour","Cities","7",883867.83
"oilcubecliniczflourfflour","Cities","8",917665.12
"oilcubecliniczflourfflour","Cities","9",950899.21
"oilcubecliniczflourfflour","Cities","10",959931.97
"oilcubecliniczflourzcube","North","1",592442.02
"oilcubecliniczflourzcube","North","2",546621.88
"oilcubecliniczflourzcube","North","3",667898.73
"oilcubecliniczflourzcube","North","4",1172198.35
"oilcubecliniczflourzcube","North","5",1212322.47
"oilcubecliniczflourzcube","North","6",1249923.38
"oilcubecliniczflourzcube","North","7",1233401.21
"oilcubecliniczflourzcube","North","8",1284735.84
"oilcubecliniczflourzcube","North","9",1311785.05
"oilcubecliniczflourzcube","North","10",1315372.05
"oilcubecliniczflourzcube","South","1",752584.92
"oilcubecliniczflourzcube","South","2",681565.10
"oilcubecliniczflourzcube","South","3",845312.30
"oilcubecliniczflourzcube","South","4",1390516.05
"oilcubecliniczflourzcube","South","5",1441567.01
"oilcubecliniczflourzcube","South","6",1477745.18
"oilcubecliniczflourzcube","South","7",1449966.09
"oilcubecliniczflourzcube","South","8",1503886.50
"oilcubecliniczflourzcube","South","9",1538143.32
"oilcubecliniczflourzcube","South","10",1542208.83
"oilcubecliniczflourzcube","Cities","1",514776.57
"oilcubecliniczflourzcube","Cities","2",449508.26
"oilcubecliniczflourzcube","Cities","3",598428.69
"oilcubecliniczflourzcube","Cities","4",907019.46
"oilcubecliniczflourzcube","Cities","5",955076.73
"oilcubecliniczflourzcube","Cities","6",976051.04
"oilcubecliniczflourzcube","Cities","7",953275.27
"oilcubecliniczflourzcube","Cities","8",988604.36
"oilcubecliniczflourzcube","Cities","9",1023381.79
"oilcubecliniczflourzcube","Cities","10",1033968.44
"oilcubecliniczflourzcubefcube","North","1",662020.83
"oilcubecliniczflourzcubefcube","North","2",600580.33
"oilcubecliniczflourzcubefcube","North","3",767242.08
"oilcubecliniczflourzcubefcube","North","4",1298395.98
"oilcubecliniczflourzcubefcube","North","5",1339870.21
"oilcubecliniczflourzcubefcube","North","6",1401335.58
"oilcubecliniczflourzcubefcube","North","7",1363689.78
"oilcubecliniczflourzcubefcube","North","8",1447122.08
"oilcubecliniczflourzcubefcube","North","9",1467368.58
"oilcubecliniczflourzcubefcube","North","10",1449870.50
"oilcubecliniczflourzcubefcube","South","1",829134.13
"oilcubecliniczflourzcubefcube","South","2",740929.10
"oilcubecliniczflourzcubefcube","South","3",954607.86
"oilcubecliniczflourzcubefcube","South","4",1529356.16
"oilcubecliniczflourzcubefcube","South","5",1581892.47
"oilcubecliniczflourzcubefcube","South","6",1644325.85
"oilcubecliniczflourzcubefcube","South","7",1593306.97
"oilcubecliniczflourzcubefcube","South","8",1682540.59
"oilcubecliniczflourzcubefcube","South","9",1709313.20
"oilcubecliniczflourzcubefcube","South","10",1690181.33
"oilcubecliniczflourzcubefcube","Cities","1",559080.23
"oilcubecliniczflourzcubefcube","Cities","2",483865.80
"oilcubecliniczflourzcubefcube","Cities","3",661684.64
"oilcubecliniczflourzcubefcube","Cities","4",987374.62
"oilcubecliniczflourzcubefcube","Cities","5",1036291.56
"oilcubecliniczflourzcubefcube","Cities","6",1072461.34
"oilcubecliniczflourzcubefcube","Cities","7",1036235.30
"oilcubecliniczflourzcubefcube","Cities","8",1092002.28
"oilcubecliniczflourzcubefcube","Cities","9",1122448.15
"oilcubecliniczflourzcubefcube","Cities","10",1119609.07
"oilcubecliniczflourzcubefcubefflour","North","1",600287.24
"oilcubecliniczflourzcubefcubefflour","North","2",554661.84
"oilcubecliniczflourzcubefcubefflour","North","3",692859.91
"oilcubecliniczflourzcubefcubefflour","North","4",1197764.53
"oilcubecliniczflourzcubefcubefflour","North","5",1238500.82
"oilcubecliniczflourzcubefcubefflour","North","6",1276721.14
"oilcubecliniczflourzcubefcubefflour","North","7",1260825.80
"oilcubecliniczflourzcubefcubefflour","North","8",1312794.77
"oilcubecliniczflourzcubefcubefflour","North","9",1340485.76
"oilcubecliniczflourzcubefcubefflour","North","10",1344721.94
"oilcubecliniczflourzcubefcubefflour","South","1",764991.05
"oilcubecliniczflourzcubefcubefflour","South","2",694279.18
"oilcubecliniczflourzcubefcubefflour","South","3",884784.95
"oilcubecliniczflourzcubefcubefflour","South","4",1430945.42
"oilcubecliniczflourzcubefcubefflour","South","5",1482964.44
"oilcubecliniczflourzcubefcubefflour","South","6",1520122.13
"oilcubecliniczflourzcubefcubefflour","South","7",1493334.29
"oilcubecliniczflourzcubefcubefflour","South","8",1548257.81
"oilcubecliniczflourzcubefcubefflour","South","9",1583529.52
"oilcubecliniczflourzcubefcubefflour","South","10",1588621.62
"oilcubecliniczflourzcubefcubefflour","Cities","1",527746.64
"oilcubecliniczflourzcubefcubefflour","Cities","2",462800.29
"oilcubecliniczflourzcubefcubefflour","Cities","3",639695.64
"oilcubecliniczflourzcubefcubefflour","Cities","4",949286.61
"oilcubecliniczflourzcubefcubefflour","Cities","5",998355.95
"oilcubecliniczflourzcubefcubefflour","Cities","6",1020354.30
"oilcubecliniczflourzcubefcubefflour","Cities","7",998614.84
"oilcubecliniczflourzcubefcubefflour","Cities","8",1034992.65
"oilcubecliniczflourzcubefcubefflour","Cities","9",1070831.10
"oilcubecliniczflourzcubefcubefflour","Cities","10",1082491.00
"oilcubecliniczflourzcubefflour","North","1",600287.24
"oilcubecliniczflourzcubefflour","North","2",554661.84
"oilcubecliniczflourzcubefflour","North","3",692859.91
"oilcubecliniczflourzcubefflour","North","4",1197764.53
"oilcubecliniczflourzcubefflour","North","5",1238500.82
"oilcubecliniczflourzcubefflour","North","6",1276721.14
"oilcubecliniczflourzcubefflour","North","7",1260825.80
"oilcubecliniczflourzcubefflour","North","8",1312794.77
"oilcubecliniczflourzcubefflour","North","9",1340485.76
"oilcubecliniczflourzcubefflour","North","10",1344721.94
"oilcubecliniczflourzcubefflour","South","1",764991.05
"oilcubecliniczflourzcubefflour","South","2",694279.18
"oilcubecliniczflourzcubefflour","South","3",884784.95
"oilcubecliniczflourzcubefflour","South","4",1430945.42
"oilcubecliniczflourzcubefflour","South","5",1482964.44
