"intervention","space","time","lives_saved"
"oil","North","2",540.91
"oil","North","3",545.30
"oil","North","4",551.15
"oil","North","5",558.96
"oil","North","6",567.50
"oil","North","7",577.50
"oil","North","8",587.51
"oil","North","9",598.97
"oil","North","10",611.66
"oil","South","1",301.05
"oil","South","2",303.06
"oil","South","3",304.40
"oil","South","4",306.08
"oil","South","5",307.76
"oil","South","6",308.77
"oil","South","7",309.77
"oil","South","8",310.78
"oil","South","9",311.79
"oil","South","10",312.12
"oil","Cities","1",256.65
"oil","Cities","2",264.06
"oil","Cities","3",272.00
"oil","Cities","4",279.41
"oil","Cities","5",286.29
"oil","Cities","6",292.64
"oil","Cities","7",298.46
"oil","Cities","8",304.81
"oil","Cities","9",310.63
"oil","Cities","10",316.45
"oilclinic","North","1",748.34
"oilclinic","North","2",753.78
"oilclinic","North","3",759.90
"oilclinic","North","4",768.06
"oilclinic","North","5",778.94
"oilclinic","North","6",790.84
"oilclinic","North","7",804.78
"oilclinic","North","8",818.72
"oilclinic","North","9",834.70
"oilclinic","North","10",852.38
"oilclinic","South","1",367.77
"oilclinic","South","2",370.23
"oilclinic","South","3",371.87
"oilclinic","South","4",373.92
"oilclinic","South","5",375.97
"oilclinic","South","6",377.20
"oilclinic","South","7",378.43
"oilclinic","South","8",379.66
"oilclinic","South","9",380.89
"oilclinic","South","10",381.30
"oilclinic","Cities","1",276.45
"oilclinic","Cities","2",284.43
"oilclinic","Cities","3",292.98
"oilclinic","Cities","4",300.96
"oilclinic","Cities","5",308.37
"oilclinic","Cities","6",315.21
"oilclinic","Cities","7",321.48
"oilclinic","Cities","8",328.32
"oilclinic","Cities","9",334.59
"oilclinic","Cities","10",340.86
"oilclinicfcube","North","1",1045.34
"oilclinicfcube","North","2",1052.78
"oilclinicfcube","North","3",1062.90
"oilclinicfcube","North","4",1077.06
"oilclinicfcube","North","5",1093.94
"oilclinicfcube","North","6",1110.84
"oilclinicfcube","North","7",1129.78
"oilclinicfcube","North","8",1150.72
"oilclinicfcube","North","9",1174.70
"oilclinicfcube","North","10",1200.38
"oilclinicfcube","South","1",799.77
"oilclinicfcube","South","2",804.23
"oilclinicfcube","South","3",807.87
"oilclinicfcube","South","4",812.92
"oilclinicfcube","South","5",815.97
"oilclinicfcube","South","6",818.20
"oilclinicfcube","South","7",821.43
"oilclinicfcube","South","8",823.66
"oilclinicfcube","South","9",825.89
"oilclinicfcube","South","10",826.30
"oilclinicfcube","Cities","1",459.45
"oilclinicfcube","Cities","2",472.43
"oilclinicfcube","Cities","3",485.98
"oilclinicfcube","Cities","4",497.96
"oilclinicfcube","Cities","5",508.37
"oilclinicfcube","Cities","6",519.21
"oilclinicfcube","Cities","7",530.48
"oilclinicfcube","Cities","8",540.32
"oilclinicfcube","Cities","9",549.59
"oilclinicfcube","Cities","10",557.86
"oilclinicfcubefflour","North","1",1052.34
"oilclinicfcubefflour","North","2",1059.78
"oilclinicfcubefflour","North","3",1069.90
"oilclinicfcubefflour","North","4",1085.06
"oilclinicfcubefflour","North","5",1100.94
"oilclinicfcubefflour","North","6",1117.84
"oilclinicfcubefflour","North","7",1137.78
"oilclinicfcubefflour","North","8",1158.72
"oilclinicfcubefflour","North","9",1182.70
"oilclinicfcubefflour","North","10",1208.38
"oilclinicfcubefflour","South","1",823.77
"oilclinicfcubefflour","South","2",828.23
"oilclinicfcubefflour","South","3",831.87
"oilclinicfcubefflour","South","4",836.92
"oilclinicfcubefflour","South","5",839.97
"oilclinicfcubefflour","South","6",843.20
"oilclinicfcubefflour","South","7",846.43
"oilclinicfcubefflour","South","8",848.66
"oilclinicfcubefflour","South","9",850.89
"oilclinicfcubefflour","South","10",850.30
"oilclinicfcubefflour","Cities","1",471.45
"oilclinicfcubefflour","Cities","2",484.43
"oilclinicfcubefflour","Cities","3",497.98
"oilclinicfcubefflour","Cities","4",509.96
"oilclinicfcubefflour","Cities","5",521.37
"oilclinicfcubefflour","Cities","6",533.21
"oilclinicfcubefflour","Cities","7",543.48
"oilclinicfcubefflour","Cities","8",554.32
"oilclinicfcubefflour","Cities","9",563.59
"oilclinicfcubefflour","Cities","10",572.86
"oilclinicfflour","North","1",931.34
"oilclinicfflour","North","2",938.78
"oilclinicfflour","North","3",946.90
"oilclinicfflour","North","4",959.06
"oilclinicfflour","North","5",972.94
"oilclinicfflour","North","6",987.84
"oilclinicfflour","North","7",1005.78
"oilclinicfflour","North","8",1023.72
"oilclinicfflour","North","9",1044.70
"oilclinicfflour","North","10",1067.38
"oilclinicfflour","South","1",651.77
"oilclinicfflour","South","2",656.23
"oilclinicfflour","South","3",658.87
"oilclinicfflour","South","4",662.92
"oilclinicfflour","South","5",665.97
"oilclinicfflour","South","6",667.20
"oilclinicfflour","South","7",670.43
"oilclinicfflour","South","8",671.66
"oilclinicfflour","South","9",673.89
"oilclinicfflour","South","10",674.30
"oilclinicfflour","Cities","1",458.45
"oilclinicfflour","Cities","2",472.43
"oilclinicfflour","Cities","3",484.98
"oilclinicfflour","Cities","4",496.96
"oilclinicfflour","Cities","5",508.37
"oilclinicfflour","Cities","6",519.21
"oilclinicfflour","Cities","7",529.48
"oilclinicfflour","Cities","8",540.32
"oilclinicfflour","Cities","9",549.59
"oilclinicfflour","Cities","10",557.86
"oilcliniczflour","North","1",968.53
"oilcliniczflour","North","2",975.29
"oilcliniczflour","North","3",982.74
"oilcliniczflour","North","4",992.88
"oilcliniczflour","North","5",1007.07
"oilcliniczflour","North","6",1022.62
"oilcliniczflour","North","7",1039.19
"oilcliniczflour","North","8",1057.78
"oilcliniczflour","North","9",1078.39
"oilcliniczflour","North","10",1100.70
"oilcliniczflour","South","1",619.17
"oilcliniczflour","South","2",622.83
"oilcliniczflour","South","3",626.07
"oilcliniczflour","South","4",628.73
"oilcliniczflour","South","5",632.38
"oilcliniczflour","South","6",635.63
"oilcliniczflour","South","7",637.46
"oilcliniczflour","South","8",639.28
"oilcliniczflour","South","9",641.11
"oilcliniczflour","South","10",642.53
"oilcliniczflour","Cities","1",549.57
"oilcliniczflour","Cities","2",564.80
"oilcliniczflour","Cities","3",581.03
"oilcliniczflour","Cities","4",597.25
"oilcliniczflour","Cities","5",612.91
"oilcliniczflour","Cities","6",627.58
"oilcliniczflour","Cities","7",640.67
"oilcliniczflour","Cities","8",653.77
"oilcliniczflour","Cities","9",667.86
"oilcliniczflour","Cities","10",679.39
"oilcliniczflourfcube","North","1",1265.53
"oilcliniczflourfcube","North","2",1274.29
"oilcliniczflourfcube","North","3",1285.74
"oilcliniczflourfcube","North","4",1301.88
"oilcliniczflourfcube","North","5",1322.07
"oilcliniczflourfcube","North","6",1342.62
"oilcliniczflourfcube","North","7",1364.19
"oilcliniczflourfcube","North","8",1389.78
"oilcliniczflourfcube","North","9",1418.39
"oilcliniczflourfcube","North","10",1448.70
"oilcliniczflourfcube","South","1",1051.17
"oilcliniczflourfcube","South","2",1056.83
"oilcliniczflourfcube","South","3",1062.07
"oilcliniczflourfcube","South","4",1067.73
"oilcliniczflourfcube","South","5",1072.38
"oilcliniczflourfcube","South","6",1076.63
"oilcliniczflourfcube","South","7",1080.46
"oilcliniczflourfcube","South","8",1083.28
"oilcliniczflourfcube","South","9",1086.11
"oilcliniczflourfcube","South","10",1087.53
"oilcliniczflourfcube","Cities","1",732.57
"oilcliniczflourfcube","Cities","2",752.80
"oilcliniczflourfcube","Cities","3",774.03
"oilcliniczflourfcube","Cities","4",794.25
"oilcliniczflourfcube","Cities","5",812.91
"oilcliniczflourfcube","Cities","6",831.58
"oilcliniczflourfcube","Cities","7",849.67
"oilcliniczflourfcube","Cities","8",865.77
"oilcliniczflourfcube","Cities","9",882.86
"oilcliniczflourfcube","Cities","10",896.39
"oilcliniczflourfcubefflour","North","1",1272.53
"oilcliniczflourfcubefflour","North","2",1281.29
"oilcliniczflourfcubefflour","North","3",1292.74
"oilcliniczflourfcubefflour","North","4",1309.88
"oilcliniczflourfcubefflour","North","5",1329.07
"oilcliniczflourfcubefflour","North","6",1349.62
"oilcliniczflourfcubefflour","North","7",1372.19
"oilcliniczflourfcubefflour","North","8",1397.78
"oilcliniczflourfcubefflour","North","9",1426.39
"oilcliniczflourfcubefflour","North","10",1456.70
"oilcliniczflourfcubefflour","South","1",1075.17
"oilcliniczflourfcubefflour","South","2",1080.83
"oilcliniczflourfcubefflour","South","3",1086.07
"oilcliniczflourfcubefflour","South","4",1091.73
"oilcliniczflourfcubefflour","South","5",1096.38
"oilcliniczflourfcubefflour","South","6",1101.63
"oilcliniczflourfcubefflour","South","7",1105.46
"oilcliniczflourfcubefflour","South","8",1108.28
"oilcliniczflourfcubefflour","South","9",1111.11
"oilcliniczflourfcubefflour","South","10",1111.53
"oilcliniczflourfcubefflour","Cities","1",744.57
"oilcliniczflourfcubefflour","Cities","2",764.80
"oilcliniczflourfcubefflour","Cities","3",786.03
"oilcliniczflourfcubefflour","Cities","4",806.25
"oilcliniczflourfcubefflour","Cities","5",825.91
"oilcliniczflourfcubefflour","Cities","6",845.58
"oilcliniczflourfcubefflour","Cities","7",862.67
"oilcliniczflourfcubefflour","Cities","8",879.77
"oilcliniczflourfcubefflour","Cities","9",896.86
"oilcliniczflourfcubefflour","Cities","10",911.39
"oilcliniczflourfflour","North","1",1151.53
"oilcliniczflourfflour","North","2",1160.29
"oilcliniczflourfflour","North","3",1169.74
"oilcliniczflourfflour","North","4",1183.88
"oilcliniczflourfflour","North","5",1201.07
"oilcliniczflourfflour","North","6",1219.62
"oilcliniczflourfflour","North","7",1240.19
"oilcliniczflourfflour","North","8",1262.78
"oilcliniczflourfflour","North","9",1288.39
"oilcliniczflourfflour","North","10",1315.70
"oilcliniczflourfflour","South","1",903.17
"oilcliniczflourfflour","South","2",908.83
"oilcliniczflourfflour","South","3",913.07
"oilcliniczflourfflour","South","4",917.73
"oilcliniczflourfflour","South","5",922.38
"oilcliniczflourfflour","South","6",925.63
"oilcliniczflourfflour","South","7",929.46
"oilcliniczflourfflour","South","8",931.28
"oilcliniczflourfflour","South","9",934.11
"oilcliniczflourfflour","South","10",935.53
"oilcliniczflourfflour","Cities","1",731.57
"oilcliniczflourfflour","Cities","2",752.80
"oilcliniczflourfflour","Cities","3",773.03
"oilcliniczflourfflour","Cities","4",793.25
"oilcliniczflourfflour","Cities","5",812.91
"oilcliniczflourfflour","Cities","6",831.58
"oilcliniczflourfflour","Cities","7",848.67
"oilcliniczflourfflour","Cities","8",865.77
"oilcliniczflourfflour","Cities","9",882.86
"oilcliniczflourfflour","Cities","10",896.39
"oilcliniczflourzcube","North","1",1080.70
"oilcliniczflourzcube","North","2",1088.13
"oilcliniczflourzcube","North","3",1096.57
"oilcliniczflourzcube","North","4",1107.38
"oilcliniczflourzcube","North","5",1122.90
"oilcliniczflourzcube","North","6",1140.11
"oilcliniczflourzcube","North","7",1159.68
"oilcliniczflourzcube","North","8",1179.93
"oilcliniczflourzcube","North","9",1202.54
"oilcliniczflourzcube","North","10",1226.52
"oilcliniczflourzcube","South","1",732.27
"oilcliniczflourzcube","South","2",735.51
"oilcliniczflourzcube","South","3",739.17
"oilcliniczflourzcube","South","4",743.83
"oilcliniczflourzcube","South","5",747.07
"oilcliniczflourzcube","South","6",750.31
"oilcliniczflourzcube","South","7",753.14
"oilcliniczflourzcube","South","8",755.38
"oilcliniczflourzcube","South","9",756.80
"oilcliniczflourzcube","South","10",758.63
"oilcliniczflourzcube","Cities","1",613.74
"oilcliniczflourzcube","Cities","2",631.97
"oilcliniczflourzcube","Cities","3",650.19
"oilcliniczflourzcube","Cities","4",667.86
"oilcliniczflourzcube","Cities","5",684.52
"oilcliniczflourzcube","Cities","6",701.18
"oilcliniczflourzcube","Cities","7",716.27
"oilcliniczflourzcube","Cities","8",731.37
"oilcliniczflourzcube","Cities","9",745.90
"oilcliniczflourzcube","Cities","10",759.43
"oilcliniczflourzcubefcube","North","1",1377.70
"oilcliniczflourzcubefcube","North","2",1387.13
"oilcliniczflourzcubefcube","North","3",1399.57
"oilcliniczflourzcubefcube","North","4",1416.38
"oilcliniczflourzcubefcube","North","5",1437.90
"oilcliniczflourzcubefcube","North","6",1460.11
"oilcliniczflourzcubefcube","North","7",1484.68
"oilcliniczflourzcubefcube","North","8",1511.93
"oilcliniczflourzcubefcube","North","9",1542.54
"oilcliniczflourzcubefcube","North","10",1574.52
"oilcliniczflourzcubefcube","South","1",1164.27
"oilcliniczflourzcubefcube","South","2",1169.51
"oilcliniczflourzcubefcube","South","3",1175.17
"oilcliniczflourzcubefcube","South","4",1182.83
"oilcliniczflourzcubefcube","South","5",1187.07
"oilcliniczflourzcubefcube","South","6",1191.31
"oilcliniczflourzcubefcube","South","7",1196.14
"oilcliniczflourzcubefcube","South","8",1199.38
"oilcliniczflourzcubefcube","South","9",1201.80
"oilcliniczflourzcubefcube","South","10",1203.63
"oilcliniczflourzcubefcube","Cities","1",796.74
"oilcliniczflourzcubefcube","Cities","2",819.97
"oilcliniczflourzcubefcube","Cities","3",843.19
"oilcliniczflourzcubefcube","Cities","4",864.86
"oilcliniczflourzcubefcube","Cities","5",884.52
"oilcliniczflourzcubefcube","Cities","6",905.18
"oilcliniczflourzcubefcube","Cities","7",925.27
"oilcliniczflourzcubefcube","Cities","8",943.37
"oilcliniczflourzcubefcube","Cities","9",960.90
"oilcliniczflourzcubefcube","Cities","10",976.43
"oilcliniczflourzcubefcubefflour","North","1",1384.70
"oilcliniczflourzcubefcubefflour","North","2",1394.13
"oilcliniczflourzcubefcubefflour","North","3",1406.57
"oilcliniczflourzcubefcubefflour","North","4",1424.38
"oilcliniczflourzcubefcubefflour","North","5",1444.90
"oilcliniczflourzcubefcubefflour","North","6",1467.11
"oilcliniczflourzcubefcubefflour","North","7",1492.68
"oilcliniczflourzcubefcubefflour","North","8",1519.93
"oilcliniczflourzcubefcubefflour","North","9",1550.54
"oilcliniczflourzcubefcubefflour","North","10",1582.52
"oilcliniczflourzcubefcubefflour","South","1",1188.27
"oilcliniczflourzcubefcubefflour","South","2",1193.51
"oilcliniczflourzcubefcubefflour","South","3",1199.17
"oilcliniczflourzcubefcubefflour","South","4",1206.83
"oilcliniczflourzcubefcubefflour","South","5",1211.07
"oilcliniczflourzcubefcubefflour","South","6",1216.31
"oilcliniczflourzcubefcubefflour","South","7",1221.14
"oilcliniczflourzcubefcubefflour","South","8",1224.38
"oilcliniczflourzcubefcubefflour","South","9",1226.80
"oilcliniczflourzcubefcubefflour","South","10",1227.63
"oilcliniczflourzcubefcubefflour","Cities","1",808.74
"oilcliniczflourzcubefcubefflour","Cities","2",831.97
"oilcliniczflourzcubefcubefflour","Cities","3",855.19
"oilcliniczflourzcubefcubefflour","Cities","4",876.86
"oilcliniczflourzcubefcubefflour","Cities","5",897.52
"oilcliniczflourzcubefcubefflour","Cities","6",919.18
"oilcliniczflourzcubefcubefflour","Cities","7",938.27
"oilcliniczflourzcubefcubefflour","Cities","8",957.37
"oilcliniczflourzcubefcubefflour","Cities","9",974.90
"oilcliniczflourzcubefcubefflour","Cities","10",991.43
"oilcliniczflourzcubefflour","North","1",1263.70
"oilcliniczflourzcubefflour","North","2",1273.13
"oilcliniczflourzcubefflour","North","3",1283.57
"oilcliniczflourzcubefflour","North","4",1298.38
"oilcliniczflourzcubefflour","North","5",1316.90
"oilcliniczflourzcubefflour","North","6",1337.11
"oilcliniczflourzcubefflour","North","7",1360.68
"oilcliniczflourzcubefflour","North","8",1384.93
"oilcliniczflourzcubefflour","North","9",1412.54
"oilcliniczflourzcubefflour","North","10",1441.52
"oilcliniczflourzcubefflour","South","1",1016.27
"oilcliniczflourzcubefflour","South","2",1021.51
"oilcliniczflourzcubefflour","South","3",1026.17
"oilcliniczflourzcubefflour","South","4",1032.83
"oilcliniczflourzcubefflour","South","5",1037.07
"oilcliniczflourzcubefflour","South","6",1040.31
"oilcliniczflourzcubefflour","South","7",1045.14
"oilcliniczflourzcubefflour","South","8",1047.38
"oilcliniczflourzcubefflour","South","9",1049.80
"oilcliniczflourzcubefflour","South","10",1051.63
"oilcliniczflourzcubefflour","Cities","1",795.74
"oilcliniczflourzcubefflour","Cities","2",819.97
"oilcliniczflourzcubefflour","Cities","3",842.19
"oilcliniczflourzcubefflour","Cities","4",863.86
"oilcliniczflourzcubefflour","Cities","5",884.52
"oilcliniczflourzcubefflour","Cities","6",905.18
"oilcliniczflourzcubefflour","Cities","7",924.27
"oilcliniczflourzcubefflour","Cities","8",943.37
"oilcliniczflourzcubefflour","Cities","9",960.90
"oilcliniczflourzcubefflour","Cities","10",976.43
"oilcube","North","1",537.00
"oilcube","North","2",540.91
"oilcube","North","3",545.30
"oilcube","North","4",1374.26
"oilcube","North","5",1393.72
"oilcube","North","6",1415.01
"oilcube","North","7",1439.96
"oilcube","North","8",1464.90
"oilcube","North","9",1493.49
"oilcube","North","10",1525.13
"oilcube","South","1",301.05
"oilcube","South","2",303.06
"oilcube","South","3",304.40
"oilcube","South","4",727.73
"oilcube","South","5",731.72
"oilcube","South","6",734.11
"oilcube","South","7",736.50
"oilcube","South","8",738.90
"oilcube","South","9",741.29
"oilcube","South","10",742.09
"oilcube","Cities","1",256.65
"oilcube","Cities","2",264.06
"oilcube","Cities","3",272.00
"oilcube","Cities","4",396.51
"oilcube","Cities","5",406.28
"oilcube","Cities","6",415.29
"oilcube","Cities","7",423.55
"oilcube","Cities","8",432.56
"oilcube","Cities","9",440.82
"oilcube","Cities","10",449.08
"oilcubeclinic","North","1",748.34
"oilcubeclinic","North","2",753.78
"oilcubeclinic","North","3",759.90
"oilcubeclinic","North","4",1493.91
"oilcubeclinic","North","5",1515.08
"oilcubeclinic","North","6",1538.22
"oilcubeclinic","North","7",1565.34
"oilcubeclinic","North","8",1592.45
"oilcubeclinic","North","9",1623.53
"oilcubeclinic","North","10",1657.92
"oilcubeclinic","South","1",367.77
"oilcubeclinic","South","2",370.23
"oilcubeclinic","South","3",371.87
"oilcubeclinic","South","4",743.34
"oilcubeclinic","South","5",747.42
"oilcubeclinic","South","6",749.86
"oilcubeclinic","South","7",752.31
"oilcubeclinic","South","8",754.75
"oilcubeclinic","South","9",757.20
"oilcubeclinic","South","10",758.01
